mat|1|1|	Βιβλος γενεσεως Ιησου Χριστου, υιου Δαυιδ υιου Αβρααμ.	biblos geneseōs iēsou christou, uiou dauid uiou abraam.
1co|7|40|	μακαριωτερα δε εστιν εαν ουτω μεινη, κατα την εμην γνωμην δοκω δε καγω Πνευμα Θεου εχειν.	makariōtera de estin ean outō meinē, kata tēn emēn gnōmēn dokō de kagō pneuma theou echein.
1co|8|1|	Περι δε των ειδωλοθυτων, οιδαμεν οτι παντες γνωσιν εχομεν.	peri de tōn eidōlothutōn, oidamen oti pantes gnōsin echomen.
1co|8|2|	η γνωσις φυσιοι, η δε αγαπη οικοδομει. ει δε τις δοκει ειδεναι τι, ουδεπω ουδεν εγνωκε καθως δει γνωναι	ē gnōsis phusioi, ē de agapē oikodomei. ei de tis dokei eidenai ti, oudepō ouden egnōke kathōs dei gnōnai
1co|8|3|	ει δε τις αγαπα τον Θεον, ουτος εγνωσται υπ αυτου.	ei de tis agapa ton theon, outos egnōstai up autou.
1co|8|4|	Περι της βρωσεως ουν των ειδωλοθυτων οιδαμεν οτι ουδεν ειδωλον εν κοσμω, και οτι ουδεις Θεος ετερος ει μη εις.	peri tēs brōseōs oun tōn eidōlothutōn oidamen oti ouden eidōlon en kosmō, kai oti oudeis theos eteros ei mē eis.
1co|8|5|	και γαρ ειπερ εισι λεγομενοι θεοι ειτε εν ουρανω ειτε επι της γης, ωσπερ εισι θεοι πολλοι και κυριοι πολλοι,	kai gar eiper eisi legomenoi theoi eite en ouranō eite epi tēs gēs, ōsper eisi theoi polloi kai kurioi polloi,
1co|8|6|	αλλ ημιν εις Θεος ο πατηρ, εξ ου τα παντα και ημεις εις αυτον, και εις Κυριος Ιησους Χριστος, δι ου τα παντα και ημεις δι αυτου.	all ēmin eis theos o patēr, ex ou ta panta kai ēmeis eis auton, kai eis kurios iēsous christos, di ou ta panta kai ēmeis di autou.
1co|8|7|	Αλλ ουκ εν πασιν η γνωσις τινες δε τη συνειδησει του ειδωλου εως αρτι ως ειδωλοθυτον εσθιουσι, και η συνειδησις αυτων ασθενης ουσα μολυνεται.	all ouk en pasin ē gnōsis tines de tē suneidēsei tou eidōlou eōs arti ōs eidōlothuton esthiousi, kai ē suneidēsis autōn asthenēs ousa molunetai.
1co|8|8|	βρωμα δε ημας ου παριστησι τω Θεω ουτε γαρ εαν φαγωμεν περισσευομεν, ουτε εαν μη φαγωμεν υστερουμεθα.	brōma de ēmas ou paristēsi tō theō oute gar ean phagōmen perisseuomen, oute ean mē phagōmen usteroumetha.
1co|8|9|	βλεπετε δε μηπως η εξουσια υμων αυτη προσκομμα γενηται τοις ασθενουσιν.	blepete de mēpōs ē exousia umōn autē proskomma genētai tois asthenousin.
1co|8|10|	εαν γαρ τις ιδη σε, τον εχοντα γνωσιν, εν ειδωλειω κατακειμενον, ουχι η συνειδησις αυτου ασθενους οντος οικοδομηθησεται εις το τα ειδωλοθυτα εσθιειν?	ean gar tis idē se, ton echonta gnōsin, en eidōleiō katakeimenon, ouchi ē suneidēsis autou asthenous ontos oikodomēthēsetai eis to ta eidōlothuta esthiein?
1co|8|11|	και απολειται ο ασθενων αδελφος επι τη ση γνωσει, δι ον Χριστος απεθανεν.	kai apoleitai o asthenōn adelphos epi tē sē gnōsei, di on christos apethanen.
1co|8|12|	ουτω δε αμαρτανοντες εις τους αδελφους και τυπτοντες αυτων την συνειδησιν ασθενουσαν εις Χριστον αμαρτανετε.	outō de amartanontes eis tous adelphous kai tuptontes autōn tēn suneidēsin asthenousan eis christon amartanete.
1co|8|13|	διοπερ ει βρωμα σκανδαλιζει τον αδελφον μου, ου μη φαγω κρεα εις τον αιωνα, ινα μη τον αδελφον μου σκανδαλισω.	dioper ei brōma skandalizei ton adelphon mou, ou mē phagō krea eis ton aiōna, ina mē ton adelphon mou skandalisō.
1co|9|1|	Ουκ ειμι αποστολος? ουκ ειμι ελευθερος? ουχι Ιησουν Χριστον τον Κυριον ημων εωρακα? ου το εργον μου υμεις εστε εν Κυριω?	ouk eimi apostolos? ouk eimi eleutheros? ouchi iēsoun christon ton kurion ēmōn eōraka? ou to ergon mou umeis este en kuriō?
1co|9|2|	ει αλλοις ουκ ειμι αποστολος, αλλα γε υμιν ειμι η γαρ σφραγις της εμης αποστολης υμεις εστε εν Κυριω.	ei allois ouk eimi apostolos, alla ge umin eimi ē gar sphragis tēs emēs apostolēs umeis este en kuriō.
1co|9|3|	η εμη απολογια τοις εμε ανακρινουσιν αυτη εστι.	ē emē apologia tois eme anakrinousin autē esti.
1co|9|4|	Μη ουκ εχομεν εξουσιαν φαγειν και πιειν?	mē ouk echomen exousian phagein kai piein?
1co|9|5|	μη ουκ εχομεν εξουσιαν αδελφην γυναικα περιαγειν, ως και οι λοιποι αποστολοι και οι αδελφοι του Κυριου και Κηφας?	mē ouk echomen exousian adelphēn gunaika periagein, ōs kai oi loipoi apostoloi kai oi adelphoi tou kuriou kai kēphas?
1co|9|6|	η μονος εγω και Βαρναβας ουκ εχομεν εξουσιαν του μη εργαζεσθαι?	ē monos egō kai barnabas ouk echomen exousian tou mē ergazesthai?
1co|9|7|	τις στρατευεται ιδιοις οψωνιοις ποτε? τις φυτευει αμπελωνα και εκ του καρπου αυτου ουκ εσθιει? η τις ποιμαινει ποιμνην και εκ του γαλακτος της ποιμνης ουκ εσθιει?	tis strateuetai idiois opsōniois pote? tis phuteuei ampelōna kai ek tou karpou autou ouk esthiei? ē tis poimainei poimnēn kai ek tou galaktos tēs poimnēs ouk esthiei?
1co|9|8|	Μη κατα ανθρωπον ταυτα λαλω? η ουχι και ο νομος ταυτα λεγει?	mē kata anthrōpon tauta lalō? ē ouchi kai o nomos tauta legei?
1co|9|9|	εν γαρ τω Μωυσεως νομω γεγραπται ου φιμωσεις βουν αλοωντα. μη των βοων μελει τω Θεω?	en gar tō mōuseōs nomō gegraptai ou phimōseis boun aloōnta. mē tōn boōn melei tō theō?
1co|9|10|	η δι ημας παντως λεγει? δι ημας γαρ εγραφη, οτι επ ελπιδι οφειλει ο αροτριων αροτριαν, και ο αλοων της ελπιδος αυτου μετεχειν επ ελπιδι.	ē di ēmas pantōs legei? di ēmas gar egraphē, oti ep elpidi opheilei o arotriōn arotrian, kai o aloōn tēs elpidos autou metechein ep elpidi.
1co|9|11|	Ει ημεις υμιν τα πνευματικα εσπειραμεν, μεγα ει ημεις υμων τα σαρκικα θερισομεν?	ei ēmeis umin ta pneumatika espeiramen, mega ei ēmeis umōn ta sarkika therisomen?
1co|9|12|	ει αλλοι της εξουσιας υμων μετεχουσιν, ου μαλλον ημεις? αλλ ουκ εχρησαμεθα τη εξουσια ταυτη, αλλα παντα στεγομεν, ινα μη εγκοπην τινα δωμεν τω ευαγγελιω του Χριστου.	ei alloi tēs exousias umōn metechousin, ou mallon ēmeis? all ouk echrēsametha tē exousia tautē, alla panta stegomen, ina mē egkopēn tina dōmen tō euaggeliō tou christou.
1co|9|13|	ουκ οιδατε οτι οι τα ιερα εργαζομενοι εκ του ιερου εσθιουσιν, οι τω θυσιαστηριω προσεδρευοντες τω θυσιαστηριω συμμεριζονται?	ouk oidate oti oi ta iera ergazomenoi ek tou ierou esthiousin, oi tō thusiastēriō prosedreuontes tō thusiastēriō summerizontai?
1co|9|14|	ουτω και ο Κυριος διεταξε τοις το ευαγγελιον καταγγελλουσιν εκ του ευαγγελιου ζην.	outō kai o kurios dietaxe tois to euaggelion kataggellousin ek tou euaggeliou zēn.
1co|9|15|	εγω δε ουδενι εχρησαμην τουτων. Ουκ εγραψα δε ταυτα ινα ουτω γενηται εν εμοι καλον γαρ μοι μαλλον αποθανειν η το καυχημα μου ινα τις κενωση.	egō de oudeni echrēsamēn toutōn. ouk egrapsa de tauta ina outō genētai en emoi kalon gar moi mallon apothanein ē to kauchēma mou ina tis kenōsē.
1co|9|16|	εαν γαρ ευαγγελιζωμαι, ουκ εστι μοι καυχημα αναγκη γαρ μοι επικειται ουαι δε μοι εστιν εαν μη ευαγγελιζωμαι	ean gar euaggelizōmai, ouk esti moi kauchēma anagkē gar moi epikeitai ouai de moi estin ean mē euaggelizōmai
1co|9|17|	ει γαρ εκων τουτο πρασσω, μισθον εχω ει δε ακων, οικονομιαν πεπιστευμαι.	ei gar ekōn touto prassō, misthon echō ei de akōn, oikonomian pepisteumai.
1co|9|18|	τις ουν μοι εστιν ο μισθος? ινα ευαγγελιζομενος αδαπανον θησω το ευαγγελιον του Χριστου, εις το μη καταχρησασθαι τη εξουσια μου εν τω ευαγγελιω.	tis oun moi estin o misthos? ina euaggelizomenos adapanon thēsō to euaggelion tou christou, eis to mē katachrēsasthai tē exousia mou en tō euaggeliō.
1co|9|19|	Ελευθερος γαρ ων εκ παντων πασιν εμαυτον εδουλωσα, ινα τους πλειονας κερδησω	eleutheros gar ōn ek pantōn pasin emauton edoulōsa, ina tous pleionas kerdēsō
1co|9|20|	και εγενομην τοις Ιουδαιοις ως Ιουδαιος, ινα Ιουδαιους κερδησω τοις υπο νομον ως υπο νομον, ινα τους υπο νομον κερδησω	kai egenomēn tois ioudaiois ōs ioudaios, ina ioudaious kerdēsō tois upo nomon ōs upo nomon, ina tous upo nomon kerdēsō
1co|9|21|	τοις ανομοις ως ανομος, μη ων ανομος Θεω, αλλ εννομος Χριστω, ινα κερδησω ανομους	tois anomois ōs anomos, mē ōn anomos theō, all ennomos christō, ina kerdēsō anomous
1co|9|22|	εγενομην τοις ασθενεσιν ως ασθενης, ινα τους ασθενεις κερδησω τοις πασι γεγονα τα παντα, ινα παντως τινας σωσω.	egenomēn tois asthenesin ōs asthenēs, ina tous astheneis kerdēsō tois pasi gegona ta panta, ina pantōs tinas sōsō.
1co|9|23|	Τουτο δε ποιω δια το ευαγγελιον, ινα συγκοινωνος αυτου γενωμαι.	touto de poiō dia to euaggelion, ina sugkoinōnos autou genōmai.
1co|9|24|	Ουκ οιδατε οτι οι εν σταδιω τρεχοντες παντες μεν τρεχουσιν, εις δε λαμβανει το βραβειον? ουτω τρεχετε, ινα καταλαβητε.	ouk oidate oti oi en stadiō trechontes pantes men trechousin, eis de lambanei to brabeion? outō trechete, ina katalabēte.
1co|9|25|	πας δε ο αγωνιζομενος παντα εγκρατευεται, εκεινοι μεν ουν ινα φθαρτον στεφανον λαβωσιν, ημεις δε αφθαρτον.	pas de o agōnizomenos panta egkrateuetai, ekeinoi men oun ina phtharton stephanon labōsin, ēmeis de aphtharton.
1co|9|26|	εγω τοινυν ουτω τρεχω, ως ουκ αδηλως, ουτω πυκτευω, ως ουκ αερα δερων,	egō toinun outō trechō, ōs ouk adēlōs, outō pukteuō, ōs ouk aera derōn,
1co|9|27|	αλλ υπωπιαζω μου το σωμα και δουλαγωγω, μηπως αλλοις κηρυξας αυτος αδοκιμος γενωμαι.	all upōpiazō mou to sōma kai doulagōgō, mēpōs allois kēruxas autos adokimos genōmai.
1co|10|1|	Ου θελω δε υμας αγνοειν, αδελφοι, οτι οι πατερες ημων παντες υπο την νεφελην ησαν, και παντες δια της θαλασσης διηλθον,	ou thelō de umas agnoein, adelphoi, oti oi pateres ēmōn pantes upo tēn nephelēn ēsan, kai pantes dia tēs thalassēs diēlthon,
1co|10|2|	και παντες εις τον Μωυσην εβαπτισαντο εν τη νεφελη και εν τη θαλασση,	kai pantes eis ton mōusēn ebaptisanto en tē nephelē kai en tē thalassē,
1co|10|3|	και παντες το αυτο βρωμα πνευματικον εφαγον,	kai pantes to auto brōma pneumatikon ephagon,
1co|10|4|	και παντες το αυτο πομα πνευματικον επιον επινον γαρ εκ πνευματικης ακολουθουσης πετρας, η δε πετρα ην ο Χριστος.	kai pantes to auto poma pneumatikon epion epinon gar ek pneumatikēs akolouthousēs petras, ē de petra ēn o christos.
1co|10|5|	αλλ ουκ εν τοις πλειοσιν αυτων ευδοκησεν ο Θεος κατεστρωθησαν γαρ εν τη ερημω.	all ouk en tois pleiosin autōn eudokēsen o theos katestrōthēsan gar en tē erēmō.
1co|10|6|	Ταυτα δε τυποι ημων εγενηθησαν, εις το μη ειναι ημας επιθυμητας κακων, καθως κακεινοι επεθυμησαν.	tauta de tupoi ēmōn egenēthēsan, eis to mē einai ēmas epithumētas kakōn, kathōs kakeinoi epethumēsan.
1co|10|7|	μηδε ειδωλολατραι γινεσθε, καθως τινες αυτων, ως γεγραπται εκαθισεν ο λαος φαγειν και πιειν, και ανεστησαν παιζειν.	mēde eidōlolatrai ginesthe, kathōs tines autōn, ōs gegraptai ekathisen o laos phagein kai piein, kai anestēsan paizein.
1co|10|8|	μηδε πορνευωμεν, καθως τινες αυτων επορνευσαν και επεσον εν μια ημερα εικοσιτρεις χιλιαδες.	mēde porneuōmen, kathōs tines autōn eporneusan kai epeson en mia ēmera eikositreis chiliades.
1co|10|9|	μηδε εκπειραζωμεν τον Χριστον, καθως και τινες αυτων επειρασαν και υπο των οφεων απωλοντο.	mēde ekpeirazōmen ton christon, kathōs kai tines autōn epeirasan kai upo tōn opheōn apōlonto.
1co|10|10|	μηδε γογγυζετε, καθως και τινες αυτων εγογγυσαν και απωλοντο υπο του ολοθρευτου.	mēde gogguzete, kathōs kai tines autōn egoggusan kai apōlonto upo tou olothreutou.
1co|10|11|	ταυτα δε παντα τυποι συνεβαινον εκεινοις, εγραφη δε προς νουθεσιαν ημων, εις ους τα τελη των αιωνων κατηντησεν.	tauta de panta tupoi sunebainon ekeinois, egraphē de pros nouthesian ēmōn, eis ous ta telē tōn aiōnōn katēntēsen.
1co|10|12|	Ωστε ο δοκων εσταναι βλεπετω μη πεση.	ōste o dokōn estanai blepetō mē pesē.
1co|10|13|	πειρασμος υμας ουκ ειληφεν ει μη ανθρωπινος πιστος δε ο Θεος, ος ουκ εασει υμας πειρασθηναι υπερ ο δυνασθε, αλλα ποιησει συν τω πειρασμω και την εκβασιν του δυνασθαι υμας υπενεγκειν.	peirasmos umas ouk eilēphen ei mē anthrōpinos pistos de o theos, os ouk easei umas peirasthēnai uper o dunasthe, alla poiēsei sun tō peirasmō kai tēn ekbasin tou dunasthai umas upenegkein.
1co|10|14|	Διοπερ, αγαπητοι μου, φευγετε απο της ειδωλολατρειας.	dioper, agapētoi mou, pheugete apo tēs eidōlolatreias.
1co|10|15|	ως φρονιμοις λεγω κρινατε υμεις ο φημι.	ōs phronimois legō krinate umeis o phēmi.
1co|10|16|	το ποτηριον της ευλογιας ο ευλογουμεν, ουχι κοινωνια του αιματος του Χριστου εστι? τον αρτον ον κλωμεν, ουχι κοινωνια του σωματος του Χριστου εστιν?	to potērion tēs eulogias o eulogoumen, ouchi koinōnia tou aimatos tou christou esti? ton arton on klōmen, ouchi koinōnia tou sōmatos tou christou estin?
1co|10|17|	οτι εις αρτος, εν σωμα οι πολλοι εσμεν οι γαρ παντες εκ του ενος αρτου μετεχομεν.	oti eis artos, en sōma oi polloi esmen oi gar pantes ek tou enos artou metechomen.
1co|10|18|	βλεπετε τον Ισραηλ κατα σαρκα ουχι οι εσθιοντες τας θυσιας κοινωνοι του θυσιαστηριου εισι?	blepete ton israēl kata sarka ouchi oi esthiontes tas thusias koinōnoi tou thusiastēriou eisi?
1co|10|19|	τι ουν φημι? οτι ειδωλον τι εστιν? η οτι ειδωλοθυτον τι εστιν?	ti oun phēmi? oti eidōlon ti estin? ē oti eidōlothuton ti estin?
1co|10|20|	αλλ οτι α θυει τα εθνη, δαιμονιοις θυει και ου Θεω ου θελω δε υμας κοινωνους των δαιμονιων γινεσθαι.	all oti a thuei ta ethnē, daimoniois thuei kai ou theō ou thelō de umas koinōnous tōn daimoniōn ginesthai.
1co|10|21|	ου δυνασθε ποτηριον Κυριου πινειν και ποτηριον δαιμονιων ου δυνασθε τραπεζης Κυριου μετεχειν και τραπεζης δαιμονιων	ou dunasthe potērion kuriou pinein kai potērion daimoniōn ou dunasthe trapezēs kuriou metechein kai trapezēs daimoniōn
1co|10|22|	η παραζηλουμεν τον Κυριον? μη ισχυροτεροι αυτου εσμεν?	ē parazēloumen ton kurion? mē ischuroteroi autou esmen?
1co|10|23|	Παντα μοι εξεστιν, αλλ ου παντα συμφερει παντα μοι εξεστιν, αλλ ου παντα οικοδομει.	panta moi exestin, all ou panta sumpherei panta moi exestin, all ou panta oikodomei.
1co|10|24|	μηδεις το εαυτου ζητειτω, αλλα το του ετερου εκαστος.	mēdeis to eautou zēteitō, alla to tou eterou ekastos.
1co|10|25|	Παν το εν μακελλω πωλουμενον εσθιετε μηδεν ανακρινοντες δια την συνειδησιν	pan to en makellō pōloumenon esthiete mēden anakrinontes dia tēn suneidēsin
1co|10|26|	του γαρ Κυριου η γη και το πληρωμα αυτης.	tou gar kuriou ē gē kai to plērōma autēs.
1co|10|27|	ει δε τις καλει υμας των απιστων και θελετε πορευεσθαι, παν το παρατιθεμενον υμιν εσθιετε μηδεν ανακρινοντες δια την συνειδησιν.	ei de tis kalei umas tōn apistōn kai thelete poreuesthai, pan to paratithemenon umin esthiete mēden anakrinontes dia tēn suneidēsin.
1co|10|28|	εαν δε τις υμιν ειπη, τουτο ειδωλοθυτον εστι, μη εσθιετε δι εκεινον τον μηνυσαντα και την συνειδησιν του γαρ Κυριου η γη και το πληρωμα αυτης.	ean de tis umin eipē, touto eidōlothuton esti, mē esthiete di ekeinon ton mēnusanta kai tēn suneidēsin tou gar kuriou ē gē kai to plērōma autēs.
1co|10|29|	συνειδησιν δε λεγω ουχι την εαυτου, αλλα την του ετερου. ινατι γαρ η ελευθερια μου κρινεται υπο αλλης συνειδησεως?	suneidēsin de legō ouchi tēn eautou, alla tēn tou eterou. inati gar ē eleutheria mou krinetai upo allēs suneidēseōs?
1co|10|30|	ει εγω χαριτι μετεχω, τι βλασφημουμαι υπερ ου εγω ευχαριστω?	ei egō chariti metechō, ti blasphēmoumai uper ou egō eucharistō?
1co|10|31|	Ειτε ουν εσθιετε ειτε πινετε ειτε τι ποιειτε, παντα εις δοξαν Θεου ποιειτε.	eite oun esthiete eite pinete eite ti poieite, panta eis doxan theou poieite.
1co|10|32|	απροσκοποι γινεσθε και Ιουδαιοις και Ελλησι και τη εκκλησια του Θεου,	aproskopoi ginesthe kai ioudaiois kai ellēsi kai tē ekklēsia tou theou,
1co|10|33|	καθως καγω παντα πασιν αρεσκω, μη ζητων το εμαυτου συμφερον, αλλα το των πολλων, ινα σωθωσι.	kathōs kagō panta pasin areskō, mē zētōn to emautou sumpheron, alla to tōn pollōn, ina sōthōsi.
1co|11|1|	Μιμηται μου γινεσθε, καθως καγω Χριστου.	mimētai mou ginesthe, kathōs kagō christou.
1co|11|2|	Επαινω δε υμας, αδελφοι, οτι παντα μου μεμνησθε και καθως παρεδωκα υμιν τας παραδοσεις κατεχετε.	epainō de umas, adelphoi, oti panta mou memnēsthe kai kathōs paredōka umin tas paradoseis katechete.
1co|11|3|	θελω δε υμας ειδεναι οτι παντος ανδρος η κεφαλη ο Χριστος εστι, κεφαλη δε γυναικος ο ανηρ, κεφαλη δε Χριστου ο Θεος.	thelō de umas eidenai oti pantos andros ē kephalē o christos esti, kephalē de gunaikos o anēr, kephalē de christou o theos.
1co|11|4|	πας ανηρ προσευχομενος η προφητευων κατα κεφαλης εχων καταισχυνει την κεφαλην αυτου.	pas anēr proseuchomenos ē prophēteuōn kata kephalēs echōn kataischunei tēn kephalēn autou.
1co|11|5|	πασα δε γυνη προσευχομενη η προφητευουσα ακατακαλυπτω τη κεφαλη καταισχυνει την κεφαλην εαυτης εν γαρ εστι και το αυτο τη εξυρημενη.	pasa de gunē proseuchomenē ē prophēteuousa akatakaluptō tē kephalē kataischunei tēn kephalēn eautēs en gar esti kai to auto tē exurēmenē.
1co|11|6|	ει γαρ ου κατακαλυπτεται γυνη, και κειρασθω ει δε αισχρον γυναικι το κειρασθαι η ξυρασθαι, κατακαλυπτεσθω.	ei gar ou katakaluptetai gunē, kai keirasthō ei de aischron gunaiki to keirasthai ē xurasthai, katakaluptesthō.
1co|11|7|	ανηρ μεν γαρ ουκ οφειλει κατακαλυπτεσθαι την κεφαλην, εικων και δοξα Θεου υπαρχων γυνη δε δοξα ανδρος εστιν.	anēr men gar ouk opheilei katakaluptesthai tēn kephalēn, eikōn kai doxa theou uparchōn gunē de doxa andros estin.
1co|11|8|	ου γαρ εστιν ανηρ εκ γυναικος, αλλα γυνη εξ ανδρος	ou gar estin anēr ek gunaikos, alla gunē ex andros
1co|11|9|	και γαρ ουκ εκτισθη ανηρ δια την γυναικα, αλλα γυνη δια τον ανδρα.	kai gar ouk ektisthē anēr dia tēn gunaika, alla gunē dia ton andra.
1co|11|10|	δια τουτο οφειλει η γυνη εξουσιαν εχειν επι της κεφαλης δια τους αγγελους.	dia touto opheilei ē gunē exousian echein epi tēs kephalēs dia tous aggelous.
1co|11|11|	πλην ουτε ανηρ χωρις γυναικος ουτε γυνη χωρις ανδρος εν Κυριω	plēn oute anēr chōris gunaikos oute gunē chōris andros en kuriō
1co|11|12|	ωσπερ γαρ η γυνη εκ του ανδρος, ουτω και ο ανηρ δια της γυναικος, τα δε παντα εκ του Θεου.	ōsper gar ē gunē ek tou andros, outō kai o anēr dia tēs gunaikos, ta de panta ek tou theou.
1co|11|13|	εν υμιν αυτοις κρινατε πρεπον εστι γυναικα ακατακαλυπτον τω Θεω προσευχεσθαι?	en umin autois krinate prepon esti gunaika akatakalupton tō theō proseuchesthai?
1co|11|14|	η ουδε αυτη η φυσις διδασκει υμας οτι ανηρ μεν εαν κομα, ατιμια αυτω εστι,	ē oude autē ē phusis didaskei umas oti anēr men ean koma, atimia autō esti,
1co|11|15|	γυνη δε εαν κομα, δοξα αυτη εστιν? οτι η κομη αντι περιβολαιου δεδοται αυτη.	gunē de ean koma, doxa autē estin? oti ē komē anti peribolaiou dedotai autē.
1co|11|16|	Ει δε τις δοκει φιλονεικος ειναι, ημεις τοιαυτην συνηθειαν ουκ εχομεν, ουδε αι εκκλησιαι του Θεου.	ei de tis dokei philoneikos einai, ēmeis toiautēn sunētheian ouk echomen, oude ai ekklēsiai tou theou.
1co|11|17|	Τουτο δε παραγγελλων ουκ επαινω οτι ουκ εις το κρειττον, αλλ εις το ηττον συνερχεσθε.	touto de paraggellōn ouk epainō oti ouk eis to kreitton, all eis to ētton sunerchesthe.
1co|11|18|	πρωτον μεν γαρ συνερχομενων υμων εν εκκλησια ακουω σχισματα εν υμιν υπαρχειν, και μερος τι πιστευω	prōton men gar sunerchomenōn umōn en ekklēsia akouō schismata en umin uparchein, kai meros ti pisteuō
1co|11|19|	δει γαρ και αιρεσεις εν υμιν ειναι, ινα οι δοκιμοι φανεροι γενωνται εν υμιν.	dei gar kai aireseis en umin einai, ina oi dokimoi phaneroi genōntai en umin.
1co|11|20|	συνερχομενων ουν υμων επι το αυτο ουκ εστι κυριακον δειπνον φαγειν	sunerchomenōn oun umōn epi to auto ouk esti kuriakon deipnon phagein
1co|11|21|	εκαστος γαρ το ιδιον δειπνον προλαμβανει εν τω φαγειν, και ος μεν πεινα, ος δε μεθυει.	ekastos gar to idion deipnon prolambanei en tō phagein, kai os men peina, os de methuei.
1co|11|22|	μη γαρ οικιας ουκ εχετε εις το εσθιειν και πινειν? η της εκκλησιας του Θεου καταφρονειτε, και καταισχυνετε τους μη εχοντας? τι υμιν ειπω? επαινεσω υμας εν τουτω? ουκ επαινω.	mē gar oikias ouk echete eis to esthiein kai pinein? ē tēs ekklēsias tou theou kataphroneite, kai kataischunete tous mē echontas? ti umin eipō? epainesō umas en toutō? ouk epainō.
1co|11|23|	εγω γαρ παρελαβον απο του Κυριου ο και παρεδωκα υμιν, οτι ο Κυριος Ιησους εν τη νυκτι η παρεδιδοτο ελαβεν αρτον και ευχαριστησας εκλασε και ειπε	egō gar parelabon apo tou kuriou o kai paredōka umin, oti o kurios iēsous en tē nukti ē paredidoto elaben arton kai eucharistēsas eklase kai eipe
1co|11|24|	λαβετε φαγετε τουτο μου εστι το σωμα το υπερ υμων κλωμενον τουτο ποιειτε εις την εμην αναμνησιν.	labete phagete touto mou esti to sōma to uper umōn klōmenon touto poieite eis tēn emēn anamnēsin.
1co|11|25|	ωσαυτως και το ποτηριον μετα το δειπνησαι λεγων τουτο το ποτηριον η καινη διαθηκη εστιν εν τω εμω αιματι τουτο ποιειτε, οσακις αν πινητε, εις την εμην αναμνησιν.	ōsautōs kai to potērion meta to deipnēsai legōn touto to potērion ē kainē diathēkē estin en tō emō aimati touto poieite, osakis an pinēte, eis tēn emēn anamnēsin.
1co|11|26|	οσακις γαρ αν εσθιητε τον αρτον τουτον και το ποτηριον τουτο πινητε, τον θανατον του Κυριου καταγγελλετε, αχρις ου αν ελθη.	osakis gar an esthiēte ton arton touton kai to potērion touto pinēte, ton thanaton tou kuriou kataggellete, achris ou an elthē.
1co|11|27|	ωστε ος αν εσθιη τον αρτον τουτον η πινη το ποτηριον του Κυριου αναξιως, ενοχος εσται του σωματος και αιματος του Κυριου.	ōste os an esthiē ton arton touton ē pinē to potērion tou kuriou anaxiōs, enochos estai tou sōmatos kai aimatos tou kuriou.
1co|11|28|	δοκιμαζετω δε ανθρωπος εαυτον, και ουτως εκ του αρτου εσθιετω και εκ του ποτηριου πινετω	dokimazetō de anthrōpos eauton, kai outōs ek tou artou esthietō kai ek tou potēriou pinetō
1co|11|29|	ο γαρ εσθιων και πινων αναξιως κριμα εαυτω εσθιει και πινει, μη διακρινων το σωμα του Κυριου.	o gar esthiōn kai pinōn anaxiōs krima eautō esthiei kai pinei, mē diakrinōn to sōma tou kuriou.
1co|11|30|	δια τουτο εν υμιν πολλοι ασθενεις και αρρωστοι και κοιμωνται ικανοι.	dia touto en umin polloi astheneis kai arrōstoi kai koimōntai ikanoi.
1co|11|31|	ει γαρ εαυτους διεκρινομεν, ουκ αν εκρινομεθα	ei gar eautous diekrinomen, ouk an ekrinometha
1co|11|32|	κρινομενοι δε υπο του Κυριου παιδευομεθα, ινα μη συν τω κοσμω κατακριθωμεν.	krinomenoi de upo tou kuriou paideuometha, ina mē sun tō kosmō katakrithōmen.
1co|11|33|	Ωστε, αδελφοι μου, συνερχομενοι εις το φαγειν αλληλους εκδεχεσθε	ōste, adelphoi mou, sunerchomenoi eis to phagein allēlous ekdechesthe
1co|11|34|	ει δε τις πεινα, εν οικω εσθιετω, ινα μη εις κριμα συνερχησθε. Τα δε λοιπα ως αν ελθω διαταξομαι.	ei de tis peina, en oikō esthietō, ina mē eis krima sunerchēsthe. ta de loipa ōs an elthō diataxomai.
1co|12|1|	Περι δε των πνευματικων, αδελφοι, ου θελω υμας αγνοειν.	peri de tōn pneumatikōn, adelphoi, ou thelō umas agnoein.
1co|12|2|	οιδατε οτι, οτε εθνη ητε, προς τα ειδωλα τα αφωνα ως αν ηγεσθε απαγομενοι.	oidate oti, ote ethnē ēte, pros ta eidōla ta aphōna ōs an ēgesthe apagomenoi.
1co|12|3|	διο γνωριζω υμιν οτι ουδεις εν Πνευματι Θεου λαλων λεγει αναθεμα Ιησουν, και ουδεις δυναται ειπειν Κυριον Ιησουν ει μη εν Πνευματι Αγιω.	dio gnōrizō umin oti oudeis en pneumati theou lalōn legei anathema iēsoun, kai oudeis dunatai eipein kurion iēsoun ei mē en pneumati agiō.
1co|12|4|	Διαιρεσεις δε χαρισματων εισι, το δε αυτο Πνευμα	diaireseis de charismatōn eisi, to de auto pneuma
1co|12|5|	και διαιρεσεις διακονιων εισι, και ο αυτος Κυριος	kai diaireseis diakoniōn eisi, kai o autos kurios
1co|12|6|	και διαιρεσεις ενεργηματων εισιν, ο δε αυτος εστι Θεος, ο ενεργων τα παντα εν πασιν.	kai diaireseis energēmatōn eisin, o de autos esti theos, o energōn ta panta en pasin.
1co|12|7|	Εκαστω δε διδοται η φανερωσις του Πνευματος προς το συμφερον.	ekastō de didotai ē phanerōsis tou pneumatos pros to sumpheron.
