mat|1|1|	Βιβλος γενεσεως Ιησου Χριστου, υιου Δαυιδ υιου Αβρααμ.
2co|3|18|	ημεις δε παντες ανακεκαλυμμενω προσωπω την δοξαν Κυριου κατοπτριζομενοι την αυτην εικονα μεταμορφουμεθα απο δοξης εις δοξαν, καθαπερ απο Κυριου Πνευματος.
2co|4|1|	Δια τουτο, εχοντες την διακονιαν ταυτην καθως ηλεηθημεν, ουκ εκκακουμεν,
2co|4|2|	αλλ απειπαμεθα τα κρυπτα της αισχυνης, μη περιπατουντες εν πανουργια μηδε δολουντες τον λογον του Θεου, αλλα τη φανερωσει της αληθειας συνιστωντες εαυτους προς πασαν συνειδησιν ανθρωπων ενωπιον του Θεου.
2co|4|3|	ει δε και εστι κεκαλυμμενον το ευαγγελιον ημων, εν τοις απολλυμενοις εστι κεκαλυμμενον,
2co|4|4|	εν οις ο θεος του αιωνος τουτου ετυφλωσε τα νοηματα των απιστων εις το μη αυγασαι αυτοις τον φωτισμον του ευαγγελιου της δοξης του Χριστου, ος εστιν εικων του Θεου.
2co|4|5|	ου γαρ εαυτους κηρυσσομεν, αλλα Χριστον Ιησουν Κυριον, εαυτους δε δουλους υμων δια Ιησουν.
2co|4|6|	οτι ο Θεος ο ειπων εκ σκοτους φως λαμψαι, ος ελαμψεν εν ταις καρδιαις ημων προς φωτισμον της γνωσεως της δοξης του Θεου εν προσωπω Ιησου Χριστου.
2co|4|7|	Εχομεν δε τον θησαυρον τουτον εν οστρακινοις σκευεσιν, ινα η υπερβολη της δυναμεως η του Θεου και μη εξ ημων,
2co|4|8|	εν παντι θλιβομενοι αλλ ου στενοχωρουμενοι, απορουμενοι αλλ ουκ εξαπορουμενοι,
2co|4|9|	διωκομενοι αλλ ουκ εγκαταλειπομενοι, καταβαλλομενοι αλλ ουκ απολλυμενοι,
2co|4|10|	παντοτε την νεκρωσιν του Κυριου Ιησου εν τω σωματι περιφεροντες, ινα και η ζωη του Ιησου εν τω σωματι ημων φανερωθη.
2co|4|11|	αει γαρ ημεις οι ζωντες εις θανατον παραδιδομεθα δια Ιησουν, ινα και η ζωη του Ιησου φανερωθη εν τη θνητη σαρκι ημων.
2co|4|12|	ωστε ο μεν θανατος εν ημιν ενεργειται, η δε ζωη εν υμιν.
2co|4|13|	εχοντες δε το αυτο πνευμα της πιστεως κατα το γεγραμμενον, επιστευσα, διο ελαλησα, και ημεις πιστευομεν, διο και λαλουμεν,
2co|4|14|	ειδοτες οτι ο εγειρας τον Κυριον Ιησουν και ημας δια Ιησου εγερει και παραστησει συν υμιν.
2co|4|15|	τα γαρ παντα δι υμας, ινα η χαρις πλεονασασα δια των πλειονων την ευχαριστιαν περισσευση εις την δοξαν του Θεου.
2co|4|16|	Διο ουκ εκκακουμεν, αλλ ει και ο εξω ημων ανθρωπος διαφθειρεται, αλλ ο εσωθεν ανακαινουται ημερα και ημερα.
2co|4|17|	το γαρ παραυτικα ελαφρον της θλιψεως ημων καθ υπερβολην εις υπερβολην αιωνιον βαρος δοξης κατεργαζεται ημιν,
2co|4|18|	μη σκοπουντων ημων τα βλεπομενα, αλλα τα μη βλεπομενα τα γαρ βλεπομενα προσκαιρα, τα δε μη βλεπομενα αιωνια.
2co|5|1|	Οιδαμεν γαρ οτι εαν η επιγειος ημων οικια του σκηνους καταλυθη, οικοδομην εκ Θεου εχομεν, οικιαν αχειροποιητον αιωνιον εν τοις ουρανοις.
2co|5|2|	και γαρ εν τουτω στεναζομεν, το οικητηριον ημων το εξ ουρανου επενδυσασθαι επιποθουντες,
2co|5|3|	ει γε και ενδυσαμενοι ου γυμνοι ευρεθησομεθα.
2co|5|4|	και γαρ οι οντες εν τω σκηνει στεναζομεν, βαρουμενοι εφ ω ου θελομεν εκδυσασθαι, αλλ επενδυσασθαι, ινα καταποθη το θνητον υπο της ζωης.
2co|5|5|	ο δε κατεργασαμενος ημας εις αυτο τουτο Θεος, ο και δους ημιν τον αρραβωνα του Πνευματος.
2co|5|6|	Θαρρουντες ουν παντοτε και ειδοτες οτι ενδημουντες εν τω σωματι εκδημουμεν απο του Κυριου
2co|5|7|	δια πιστεως γαρ περιπατουμεν, ου δια ειδους—
2co|5|8|	θαρρουμεν δε και ευδοκουμεν μαλλον εκδημησαι εκ του σωματος και ενδημησαι προς τον Κυριον.
2co|5|9|	διο και φιλοτιμουμεθα, ειτε ενδημουντες ειτε εκδημουντες, ευαρεστοι αυτω ειναι.
2co|5|10|	τους γαρ παντας ημας φανερωθηναι δει εμπροσθεν του βηματος του Χριστου, ινα κομισηται εκαστος τα δια του σωματος προς α επραξεν, ειτε αγαθον ειτε κακον.
2co|5|11|	Ειδοτες ουν τον φοβον του Κυριου ανθρωπους πειθομεν, Θεω δε πεφανερωμεθα, ελπιζω δε και εν ταις συνειδησεσιν υμων πεφανερωσθαι.
2co|5|12|	ου γαρ παλιν εαυτους συνιστανομεν υμιν, αλλα αφορμην διδοντες υμιν καυχηματος υπερ ημων, ινα εχητε προς τους εν προσωπω καυχωμενους και ου καρδια.
2co|5|13|	ειτε γαρ εξεστημεν, Θεω, ειτε σωφρονουμεν, υμιν.
2co|5|14|	η γαρ αγαπη του Χριστου συνεχει ημας,
2co|5|15|	κριναντας τουτο, οτι ει εις υπερ παντων απεθανεν, αρα οι παντες απεθανον και υπερ παντων απεθανεν, ινα οι ζωντες μηκετι εαυτοις ζωσιν, αλλα τω υπερ αυτων αποθανοντι και εγερθεντι.
2co|5|16|	Ωστε ημεις απο του νυν ουδενα οιδαμεν κατα σαρκα ει δε και εγνωκαμεν κατα σαρκα Χριστον, αλλα νυν ουκετι γινωσκομεν.
2co|5|17|	ωστε ει τις εν Χριστω, καινη κτισις τα αρχαια παρηλθεν, ιδου γεγονε καινα τα παντα.
2co|5|18|	τα δε παντα εκ του Θεου του καταλλαξαντος ημας εαυτω δια Ιησου Χριστου και δοντος ημιν την διακονιαν της καταλλαγης,
2co|5|19|	ως οτι Θεος ην εν Χριστω κοσμον καταλλασσων εαυτω, μη λογιζομενος αυτοις τα παραπτωματα αυτων, και θεμενος εν ημιν τον λογον της καταλλαγης.
2co|5|20|	Υπερ Χριστου ουν πρεσβευομεν ως του Θεου παρακαλουντος δι ημων δεομεθα υπερ Χριστου, καταλλαγητε τω Θεω
2co|5|21|	τον γαρ μη γνοντα αμαρτιαν υπερ ημων αμαρτιαν εποιησεν, ινα ημεις γενωμεθα δικαιοσυνη Θεου εν αυτω.
2co|6|1|	Συνεργουντες δε και παρακαλουμεν μη εις κενον την χαριν του Θεου δεξασθαι υμας—
2co|6|2|	λεγει γαρ καιρω δεκτω επηκουσα σου και εν ημερα σωτηριας εβοηθησα σοι ιδου νυν καιρος ευπροσδεκτος, ιδου νυν ημερα σωτηριας—
2co|6|3|	μηδεμιαν εν μηδενι διδοντες προσκοπην, ινα μη μωμηθη η διακονια,
2co|6|4|	αλλ εν παντι συνιστωντες εαυτους ως Θεου διακονοι, εν υπομονη πολλη, εν θλιψεσιν, εν αναγκαις, εν στενοχωριαις,
2co|6|5|	εν πληγαις, εν φυλακαις, εν ακαταστασιαις, εν κοποις, εν αγρυπνιαις, εν νηστειαις,
2co|6|6|	εν αγνοτητι, εν γνωσει, εν μακροθυμια, εν χρηστοτητι, εν Πνευματι Αγιω, εν αγαπη ανυποκριτω,
2co|6|7|	εν λογω αληθειας, εν δυναμει Θεου, δια των οπλων της δικαιοσυνης των δεξιων και αριστερων,
2co|6|8|	δια δοξης και ατιμιας, δια δυσφημιας και ευφημιας, ως πλανοι και αληθεις,
2co|6|9|	ως αγνοουμενοι και επιγινωσκομενοι, ως αποθνησκοντες και ιδου ζωμεν, ως παιδευομενοι και μη θανατουμενοι,
2co|6|10|	ως λυπουμενοι αει δε χαιροντες, ως πτωχοι πολλους δε πλουτιζοντες, ως μηδεν εχοντες και παντα κατεχοντες.
2co|6|11|	Το στομα ημων ανεωγε προς υμας, Κορινθιοι, η καρδια ημων πεπλατυνται
2co|6|12|	ου στενοχωρεισθε εν ημιν, στενοχωρεισθε δε εν τοις σπλαγχνοις υμων
2co|6|13|	την δε αυτην αντιμισθιαν, ως τεκνοις λεγω, πλατυνθητε και υμεις.
2co|6|14|	Μη γινεσθε ετεροζυγουντες απιστοις τις γαρ μετοχη δικαιοσυνη και ανομια? τις δε κοινωνια φωτι προς σκοτος?
2co|6|15|	τις δε συμφωνησις Χριστω προς Βελιαλ? η τις μερις πιστω μετα απιστου?
2co|6|16|	τις δε συγκαταθεσις ναω Θεου μετα ειδωλων? υμεις γαρ ναος Θεου εστε ζωντος, καθως ειπεν ο Θεος οτι ενοικησω εν αυτοις και εμπεριπατησω, και εσομαι αυτων Θεος, και αυτοι εσονται μοι λαος.
2co|6|17|	διο εξελθατε εκ μεσου αυτων και αφορισθητε, λεγει Κυριος, και ακαθαρτου μη απτεσθε, καγω εισδεξομαι υμας,
2co|6|18|	και εσομαι υμιν εις πατερα, και υμεις εσεσθε μοι εις υιους και θυγατερας, λεγει Κυριος παντοκρατωρ.
2co|7|1|	Ταυτας ουν εχοντες τας επαγγελιας, αγαπητοι, καθαρισωμεν εαυτους απο παντος μολυσμου σαρκος και πνευματος, επιτελουντες αγιωσυνην εν φοβω Θεου.
2co|7|2|	Χωρησατε ημας ουδενα ηδικησαμεν, ουδενα εφθειραμεν, ουδενα επλεονεκτησαμεν.
2co|7|3|	ου προς κατακρισιν λεγω προειρηκα γαρ οτι εν ταις καρδιαις ημων εστε εις το συναποθανειν και συζην.
2co|7|4|	πολλη μοι παρρησια προς υμας, πολλη μοι καυχησις υπερ υμων πεπληρωμαι τη παρακλησει, υπερπερισσευομαι τη χαρα επι παση τη θλιψει ημων.
2co|7|5|	Και γαρ ελθοντων ημων εις Μακεδονιαν ουδεμιαν εσχηκεν ανεσιν η σαρξ ημων, αλλ εν παντι θλιβομενοι εξωθεν μαχαι, εσωθεν φοβοι.
2co|7|6|	αλλ ο παρακαλων τους ταπεινους παρεκαλεσεν ημας ο Θεος εν τη παρουσια Τιτου
2co|7|7|	ου μονον δε εν τη παρουσια αυτου, αλλα και εν τη παρακλησει η παρεκληθη εφ υμιν, αναγγελλων ημιν την υμων επιποθησιν, τον υμων οδυρμον, τον υμων ζηλον υπερ εμου, ωστε με μαλλον χαρηναι,
2co|7|8|	οτι ει και ελυπησα υμας εν τη επιστολη, ου μεταμελομαι, ει και μετεμελομην βλεπω γαρ οτι η επιστολη εκεινη, ει και προς ωραν, ελυπησεν υμας.
2co|7|9|	νυν χαιρω, ουχ οτι ελυπηθητε, αλλ οτι ελυπηθητε εις μετανοιαν ελυπηθητε γαρ κατα Θεον, ινα εν μηδενι ζημιωθητε εξ ημων.
2co|7|10|	η γαρ κατα Θεον λυπη μετανοιαν εις σωτηριαν αμεταμελητον κατεργαζεται η δε του κοσμου λυπη θανατον κατεργαζεται.
2co|7|11|	ιδου γαρ αυτο τουτο, το κατα Θεον λυπηθηναι υμας, ποσην κατειργασατο υμιν σπουδην, αλλα απολογιαν, αλλα αγανακτησιν, αλλα φοβον, αλλα επιποθησιν, αλλα ζηλον, αλλα εκδικησιν! εν παντι συνεστησατε εαυτους αγνους ειναι εν τω πραγματι.
2co|7|12|	αρα ει και εγραψα υμιν, ουχ εινεκεν του αδικησαντος, ουδε εινεκεν του αδικηθεντος, αλλ εινεκεν του φανερωθηναι την σπουδην υμων την υπερ ημων προς υμας ενωπιον του Θεου.
2co|7|13|	Δια τουτο παρακεκλημεθα. επι δε τη παρακλησει υμων περισσοτερως μαλλον εχαρημεν επι τη χαρα Τιτου, οτι αναπεπαυται το πνευμα αυτου απο παντων υμων
2co|7|14|	οτι ει τι αυτω υπερ υμων κεκαυχημαι, ου κατησχυνθην, αλλ ως παντα εν αληθεια ελαλησαμεν υμιν, ουτω και η καυχησις ημων επι Τιτου αληθεια εγενηθη.
2co|7|15|	και τα σπλαγχνα αυτου περισσοτερως εις υμας εστιν αναμιμνησκομενου την παντων υμων υπακοην, ως μετα φοβου και τρομου εδεξασθε αυτον.
2co|7|16|	χαιρω οτι εν παντι θαρρω εν υμιν.
2co|8|1|	Γνωριζω δε υμιν, αδελφοι, την χαριν του Θεου την δεδομενην εν ταις εκκλησιαις της Μακεδονιας,
2co|8|2|	οτι εν πολλη δοκιμη θλιψεως η περισσεια της χαρας αυτων και η κατα βαθους πτωχεια αυτων επερισσευσεν εις τον πλουτον της απλοτητος αυτων
2co|8|3|	οτι κατα δυναμιν, μαρτυρω, και υπερ δυναμιν, αυθαιρετοι,
2co|8|4|	μετα πολλης παρακλησεως δεομενοι ημων την χαριν και την κοινωνιαν της διακονιας της εις τους αγιους,
2co|8|5|	και ου καθως ηλπισαμεν, αλλ εαυτους εδωκαν πρωτον τω Κυριω και ημιν δια θεληματος Θεου,
2co|8|6|	εις το παρακαλεσαι ημας Τιτον, ινα καθως προενηρξατο ουτω και επιτελεση εις υμας και την χαριν ταυτην.
2co|8|7|	αλλ ωσπερ εν παντι περισσευετε, πιστει και λογω και γνωσει και παση σπουδη και τη εξ υμων εν ημιν αγαπη, ινα και εν ταυτη τη χαριτι περισσευητε.
2co|8|8|	Ου κατ επιταγην λεγω, αλλα δια της ετερων σπουδης και το της υμετερας αγαπης γνησιον δοκιμαζων
2co|8|9|	γινωσκετε γαρ την χαριν του Κυριου ημων Ιησου Χριστου, οτι δι υμας επτωχευσε πλουσιος ων, ινα υμεις τη εκεινου πτωχεια πλουτησητε.
2co|8|10|	και γνωμην εν τουτω διδωμι τουτο γαρ υμιν συμφερει, οιτινες ου μονον το ποιησαι, αλλα και το θελειν προενηρξασθε απο περυσι
2co|8|11|	νυνι δε και το ποιησαι επιτελεσατε, οπως καθαπερ η προθυμια του θελειν, ουτω και το επιτελεσαι εκ του εχειν.
2co|8|12|	ει γαρ η προθυμια προκειται, καθο εαν εχη τις ευπροσδεκτος, ου καθο ουκ εχει.
2co|8|13|	ου γαρ ινα αλλοις ανεσις, υμιν δε θλιψις, αλλ εξ ισοτητος εν τω νυν καιρω το υμων περισσευμα εις το εκεινων υστερημα,
2co|8|14|	ινα και το εκεινων περισσευμα γενηται εις το υμων υστερημα, οπως γενηται ισοτης,
2co|8|15|	καθως γεγραπται ο το πολυ ουκ επλεονασε, και ο το ολιγον ουκ ηλαττονησε.
2co|8|16|	Χαρις δε τω Θεω τω διδοντι την αυτην σπουδην υπερ υμων εν τη καρδια Τιτου,
2co|8|17|	οτι την μεν παρακλησιν εδεξατο, σπουδαιοτερος δε υπαρχων αυθαιρετος εξηλθε προς υμας.
2co|8|18|	συνεπεμψαμεν δε μετ αυτου τον αδελφον ου ο επαινος εν τω ευαγγελιω δια πασων των εκκλησιων—
2co|8|19|	ου μονον δε, αλλα και χειροτονηθεις υπο των εκκλησιων συνεκδημος ημων συν τη χαριτι ταυτη τη διακονουμενη υφ ημων προς την αυτου του Κυριου δοξαν και προθυμιαν ημων—
2co|8|20|	στελλομενοι τουτο, μη τις ημας μωμησηται εν τη αδροτητι ταυτη τη διακονουμενη υφ ημων,
2co|8|21|	προνοουμενοι καλα ου μονον ενωπιον Κυριου, αλλα και ενωπιον ανθρωπων.
2co|8|22|	συνεπεμψαμεν δε αυτοις τον αδελφον ημων, ον εδοκιμασαμεν εν πολλοις πολλακις σπουδαιον οντα, νυνι δε πολυ σπουδαιοτερον πεποιθησει πολλη τη εις υμας.
2co|8|23|	ειτε υπερ Τιτου, κοινωνος εμος και εις υμας συνεργος ειτε αδελφοι ημων, αποστολοι εκκλησιων, δοξα Χριστου.
2co|8|24|	Την ουν ενδειξιν της αγαπης υμων και ημων καυχησεως υπερ υμων εις αυτους ενδειξασθε εις προσωπον των εκκλησιων.
2co|9|1|	Περι μεν γαρ της διακονιας της εις τους αγιους περισσον μοι εστι το γραφειν υμιν
2co|9|2|	οιδα γαρ την προθυμιαν υμων ην υπερ ημων καυχωμαι Μακεδοσιν, οτι Αχαια παρεσκευασται απο περυσι και ο εξ υμων ζηλος ηρεθισε τους πλειονας.
2co|9|3|	επεμψα δε τους αδελφους, ινα μη το καυχημα ημων το υπερ υμων κενωθη εν τω μερει τουτω, ινα, καθως ελεγον, παρεσκευασμενοι ητε,
2co|9|4|	μηπως εαν ελθωσι συν εμοι Μακεδονες και ευρωσιν υμας απαρασκευαστους, καταισχυνθωμεν ημεις, ινα μη λεγωμεν υμεις, εν τη υποστασει ταυτη της καυχησεως.
2co|9|5|	αναγκαιον ουν ηγησαμην παρακαλεσαι τους αδελφους ινα προελθωσιν εις υμας και προκαταρτισωσι την προκατηγγελμενην ευλογιαν υμων, ταυτην ετοιμην ειναι, ουτως ως ευλογιαν και μη ως πλεονεξιαν.
2co|9|6|	Τουτο δε, ο σπειρων φειδομενως φειδομενως και θερισει, και ο σπειρων επ ευλογιαις επ ευλογιαις και θερισει.
2co|9|7|	εκαστος καθως προαιρειται τη καρδια, μη εκ λυπης η εξ αναγκης ιλαρον γαρ δοτην αγαπα ο Θεος.
2co|9|8|	δυνατος δε ο Θεος πασαν χαριν περισσευσαι εις υμας, ινα εν παντι παντοτε πασαν αυταρκειαν εχοντες περισσευητε εις παν εργον αγαθον,
2co|9|9|	καθως γεγραπται εσκορπισεν, εδωκε τοις πενησιν η δικαιοσυνη αυτου μενει εις τον αιωνα.
2co|9|10|	ο δε επιχορηγων σπερμα τω σπειροντι και αρτον εις βρωσιν χορηγησαι και πληθυναι τον σπορον υμων και αυξησαι τα γενηματα της δικαιοσυνης υμων
2co|9|11|	εν παντι πλουτιζομενοι εις πασαν απλοτητα, ητις κατεργαζεται δι ημων ευχαριστιαν τω Θεω
2co|9|12|	οτι η διακονια της λειτουργιας ταυτης ου μονον εστι προσαναπληρουσα τα υστερηματα των αγιων, αλλα και περισσευουσα δια πολλων ευχαριστιων τω Θεω—
2co|9|13|	δια της δοκιμης της διακονιας ταυτης δοξαζοντες τον Θεον επι τη υποταγη της ομολογιας υμων εις το ευαγγελιον του Χριστου και απλοτητι της κοινωνιας εις αυτους και εις παντας,
2co|9|14|	και αυτων δεησει υπερ υμων, επιποθουντων υμας δια την υπερβαλλουσαν χαριν του Θεου εφ υμιν.
2co|9|15|	χαρις δε τω Θεω επι τη ανεκδιηγητω αυτου δωρεα.
2co|10|1|	Αυτος δε εγω Παυλος παρακαλω υμας δια της πραοτητος και επιεικειας του Χριστου, ος κατα προσωπον μεν ταπεινος εν υμιν, απων δε θαρρω εις υμας
2co|10|2|	δεομαι δε το μη παρων θαρρησαι τη πεποιθησει η λογιζομαι τολμησαι επι τινας τους λογιζομενους ημας ως κατα σαρκα περιπατουντας.
2co|10|3|	Εν σαρκι γαρ περιπατουντες ου κατα σαρκα στρατευομεθα
2co|10|4|	τα γαρ οπλα της στρατειας ημων ου σαρκικα, αλλα δυνατα τω Θεω προς καθαιρεσιν οχυρωματων—
2co|10|5|	λογισμους καθαιρουντες και παν υψωμα επαιρομενον κατα της γνωσεως του Θεου, και αιχμαλωτιζοντες παν νοημα εις την υπακοην του Χριστου,
2co|10|6|	και εν ετοιμω εχοντες εκδικησαι πασαν παρακοην, οταν πληρωθη υμων η υπακοη.
2co|10|7|	Τα κατα προσωπον βλεπετε! ει τις πεποιθεν εαυτω Χριστου ειναι, τουτο λογιζεσθω παλιν αφ εαυτου, οτι καθως αυτος Χριστου, ουτω και ημεις Χριστου.
2co|10|8|	εαν τε γαρ και περισσοτερον τι καυχησωμαι περι της εξουσιας ημων, ης εδωκεν ο Κυριος ημιν εις οικοδομην και ουκ εις καθαιρεσιν υμων, ουκ αισχυνθησομαι,
2co|10|9|	ινα μη δοξω ως αν εκφοβειν υμας δια των επιστολων.
2co|10|10|	οτι αι μεν επιστολαι, φησι, βαρειαι και ισχυραι, η δε παρουσια του σωματος ασθενης και ο λογος εξουθενημενος.
2co|10|11|	τουτο λογιζεσθω ο τοιουτος, οτι οιοι εσμεν τω λογω δι επιστολων αποντες, τοιουτοι και παροντες τω εργω.
2co|10|12|	Ου γαρ τολμωμεν εγκριναι η συγκριναι εαυτους τισι των εαυτους συνιστανοντων αλλα αυτοι εν εαυτοις εαυτους μετρουντες και συγκρινοντες εαυτους εαυτοις ου συνιουσιν.
2co|10|13|	ημεις δε ουχι εις τα αμετρα καυχησομεθα, αλλα κατα το μετρον του κανονος ου εμερισεν ημιν ο Θεος μετρου, εφικεσθαι αχρι και υμων.
2co|10|14|	ου γαρ ως μη εφικνουμενοι εις υμας υπερεκτεινομεν εαυτους αχρι γαρ και υμων εφθασαμεν εν τω ευαγγελιω του Χριστου,
2co|10|15|	ουκ εις τα αμετρα καυχωμενοι εν αλλοτριοις κοποις, ελπιδα δε εχοντες, αυξανομενης της πιστεως υμων, εν υμιν μεγαλυνθηναι κατα τον κανονα ημων εις περισσειαν,
2co|10|16|	εις τα υπερεκεινα υμων ευαγγελισασθαι, ουκ εν αλλοτριω κανονι εις τα ετοιμα καυχησασθαι.
2co|10|17|	Ο δε καυχωμενος εν Κυριω καυχασθω
2co|10|18|	ου γαρ ο εαυτον συνιστων, εκεινος εστι δοκιμος, αλλ ον ο Κυριος συνιστησιν.
2co|11|1|	Οφελον ανειχεσθε μου μικρον τη αφροσυνη αλλα και ανεχεσθε μου
2co|11|2|	ζηλω γαρ υμας Θεου ζηλω ηρμοσαμην γαρ υμας ενι ανδρι, παρθενον αγνην παραστησαι τω Χριστω
2co|11|3|	φοβουμαι δε μηπως, ως ο οφις Ευαν εξηπατησεν εν τη πανουργια αυτου, ουτω φθαρη τα νοηματα υμων απο της απλοτητος της εις τον Χριστον.
2co|11|4|	ει μεν γαρ ο ερχομενος αλλον Ιησουν κηρυσσει ον ουκ εκηρυξαμεν, η πνευμα ετερον λαμβανετε ο ουκ ελαβετε, η ευαγγελιον ετερον ο ουκ εδεξασθε, καλως ανειχεσθε.
2co|11|5|	λογιζομαι γαρ μηδεν υστερηκεναι των υπερλιαν αποστολων.
2co|11|6|	ει δε και ιδιωτης τω λογω, αλλ ου τη γνωσει, αλλ εν παντι φανερωθεντες εν πασιν εις υμας.
2co|11|7|	Η αμαρτιαν εποιησα εμαυτον ταπεινων ινα υμεις υψωθητε, οτι δωρεαν το του Θεου ευαγγελιον ευηγγελισαμην υμιν?
2co|11|8|	αλλας εκκλησιας εσυλησα λαβων οψωνιον προς την υμων διακονιαν, και παρων προς υμας και υστερηθεις ου κατεναρκησα ουδενος
2co|11|9|	το γαρ υστερημα μου προσανεπληρωσαν οι αδελφοι ελθοντες απο Μακεδονιας και εν παντι αβαρη υμιν εμαυτον ετηρησα και τηρησω.
2co|11|10|	εστιν αληθεια Χριστου εν εμοι οτι η καυχησις αυτη ου φραγησεται εις εμε εν τοις κλιμασι της Αχαιας.
2co|11|11|	διατι? οτι ουκ αγαπω υμας? ο Θεος οιδεν
2co|11|12|	ο δε ποιω, και ποιησω, ινα εκκοψω την αφορμην των θελοντων αφορμην, ινα εν ω καυχωνται ευρεθωσι καθως και ημεις.
2co|11|13|	οι γαρ τοιουτοι ψευδαποστολοι, εργαται δολιοι, μετασχηματιζομενοι εις αποστολους Χριστου.
2co|11|14|	και ου θαυμαστον αυτος γαρ ο σατανας μετασχηματιζεται εις αγγελον φωτος.
2co|11|15|	ου μεγα ουν ει και οι διακονοι αυτου μετασχηματιζονται ως διακονοι δικαιοσυνης, ων το τελος εσται κατα τα εργα αυτων.
2co|11|16|	Παλιν λεγω, μη τις με δοξη αφρονα ειναι ει δε μη γε, καν ως αφρονα δεξασθε με, ινα καγω μικρον τι καυχησωμαι.
2co|11|17|	ο λαλω, ου λαλω κατα Κυριον, αλλ ως εν αφροσυνη, εν ταυτη τη υποστασει της καυχησεως.
2co|11|18|	επει πολλοι καυχωνται κατα την σαρκα, καγω καυχησομαι.
2co|11|19|	ηδεως γαρ ανεχεσθε των αφρονων φρονιμοι οντες
2co|11|20|	ανεχεσθε γαρ ει τις υμας καταδουλοι, ει τις κατεσθιει, ει τις λαμβανει, ει τις επαιρεται, ει τις υμας εις προσωπον δερει.
2co|11|21|	κατα ατιμιαν λεγω, ως οτι ημεις ησθενησαμεν. εν ω δ αν τις τολμα, εν αφροσυνη λεγω, τολμω καγω.
2co|11|22|	Εβραιοι εισι? καγω Ισραηλιται εισι? καγω σπερμα Αβρααμ εισι? καγω
2co|11|23|	διακονοι Χριστου εισι? παραφρονων λαλω, υπερ εγω εν κοποις περισσοτερως, εν πληγαις υπερβαλλοντως, εν φυλακαις περισσοτερως, εν θανατοις πολλακις
2co|11|24|	υπο Ιουδαιων πεντακις τεσσαρακοντα παρα μιαν ελαβον,
2co|11|25|	τρις ερραβδισθην, απαξ ελιθασθην, τρις εναυαγησα, νυχθημερον εν τω βυθω πεποιηκα
2co|11|26|	οδοιποριαις πολλακις, κινδυνοις ποταμων, κινδυνοις ληστων, κινδυνοις εκ γενους, κινδυνοις εξ εθνων, κινδυνοις εν πολει, κινδυνοις εν ερημια, κινδυνοις εν θαλασση, κινδυνοις εν ψευδαδελφοις
2co|11|27|	εν κοπω και μοχθω, εν αγρυπνιαις πολλακις, εν λιμω και διψει, εν νηστειαις πολλακις, εν ψυχει και γυμνοτητι
2co|11|28|	χωρις των παρεκτος η επισυστασις μου η καθ ημεραν, η μεριμνα πασων των εκκλησιων.
2co|11|29|	τις ασθενει, και ουκ ασθενω? τις σκανδαλιζεται, και ουκ εγω πυρουμαι?
2co|11|30|	ει καυχασθαι δει, τα της ασθενειας μου καυχησομαι.
2co|11|31|	ο Θεος και πατηρ του Κυριου ημων Ιησου Χριστου οιδεν, ο ων ευλογητος εις τους αιωνας, οτι ου ψευδομαι.
2co|11|32|	εν Δαμασκω ο εθναρχης Αρετα του βασιλεως εφρουρει την Δαμασκηνων πολιν πιασαι με θελων,
2co|11|33|	και δια θυριδος εν σαργανη εχαλασθην δια του τειχους και εξεφυγον τας χειρας αυτου.
2co|12|1|	Καυχασθαι δη ου συμφερει μοι ελευσομαι γαρ εις οπτασιας και αποκαλυψεις Κυριου.
2co|12|2|	οιδα ανθρωπον εν Χριστω προ ετων δεκατεσσαρων ειτε εν σωματι ουκ οιδα, ειτε εκτος του σωματος ουκ οιδα, ο Θεος οιδεν αρπαγεντα τον τοιουτον εως τριτου ουρανου.
2co|12|3|	και οιδα τον τοιουτον ανθρωπον ειτε εν σωματι ειτε εκτος του σωματος ουκ οιδα, ο Θεος οιδεν
2co|12|4|	οτι ηρπαγη εις τον παραδεισον και ηκουσεν αρρητα ρηματα, α ουκ εξον ανθρωπω λαλησαι.
2co|12|5|	υπερ του τοιουτου καυχησομαι, υπερ δε εμαυτου ου καυχησομαι ει μη εν ταις ασθενειαις μου.
2co|12|6|	εαν γαρ θελησω καυχησασθαι, ουκ εσομαι αφρων αληθειαν γαρ ερω φειδομαι δε μη τις εις εμε λογισηται υπερ ο βλεπει με η ακουει τι εξ εμου.
2co|12|7|	Και τη υπερβολη των αποκαλυψεων ινα μη υπεραιρωμαι, εδοθη μοι σκολοψ τη σαρκι, αγγελος σαταν, ινα με κολαφιζη ινα μη υπεραιρωμαι.
2co|12|8|	υπερ τουτου τρις τον Κυριον παρεκαλεσα ινα αποστη απ εμου
2co|12|9|	και ειρηκε μοι αρκει σοι η χαρις μου η γαρ δυναμις μου εν ασθενεια τελειουται. ηδιστα ουν μαλλον καυχησομαι εν ταις ασθενειαις μου, ινα επισκηνωση επ εμε η δυναμις του Χριστου.
2co|12|10|	διο ευδοκω εν ασθενειαις, εν υβρεσιν, εν αναγκαις, εν διωγμοις, εν στενοχωριαις, υπερ Χριστου οταν γαρ ασθενω, τοτε δυνατος ειμι.
2co|12|11|	Γεγονα αφρων καυχωμενος! υμεις με ηναγκασατε. εγω γαρ ωφειλον υφ υμων συνιστασθαι ουδεν γαρ υστερησα των υπερλιαν αποστολων, ει και ουδεν ειμι.
