mat|1|1|	biblos geneseōs iēsou christou, uiou dauid uiou abraam.
1pe|4|19|	ōste kai oi paschontes kata to thelēma tou theou, ōs pistō ktistē paratithesthōsan tas psuchas autōn en agathopoiia.
1pe|5|1|	presbuterous tous en umin parakalō o sumpresbuteros kai martus tōn tou christou pathēmatōn, o kai tēs mellousēs apokaluptesthai doxēs koinōnos,
1pe|5|2|	poimanate to en umin poimnion tou theou, episkopountes mē anagkastōs, all ekousiōs, mēde aischrokerdōs, alla prothumōs,
1pe|5|3|	mēd ōs katakurieuontes tōn klērōn, alla tupoi ginomenoi tou poimniou
1pe|5|4|	kai phanerōthentos tou archipoimenos komieisthe ton amarantinon tēs doxēs stephanon.
1pe|5|5|	omoiōs neōteroi upotagēte presbuterois, pantes de allēlois upotassomenoi tēn tapeinophrosunēn egkombōsasthe oti o theos uperēphanois antitassetai, tapeinois de didōsi charin.
1pe|5|6|	tapeinōthēte oun upo tēn krataian cheira tou theou, ina umas upsōsē en kairō.
1pe|5|7|	pasan tēn merimnan umōn epirripsantes ep auton, oti autō melei peri umōn,
1pe|5|8|	nēpsate, grēgorēsate o antidikos umōn diabolos ōs leōn ōruomenos peripatei zētōn tina katapiē.
1pe|5|9|	ō antistēte stereoi tē pistei, eidotes ta auta tōn pathēmatōn tē en kosmō umōn adelphotēti epiteleisthai.
1pe|5|10|	o de theos pasēs charitos, o kalesas umas eis tēn aiōnion autou doxan en christō iēsou oligon pathontas, autos katartisei umas, stērixei, sthenōsei, themeliōsei
1pe|5|11|	autō ē doxa kai to kratos eis tous aiōnas tōn aiōnōn amēn.
1pe|5|12|	dia silouanou umin tou pistou adelphou, ōs logizomai, di oligōn egrapsa, parakalōn kai epimarturōn tautēn einai alēthē charin tou theou, eis ēn estēkate.
1pe|5|13|	aspazetai umas ē en babulōni suneklektē kai markos o uios mou.
1pe|5|14|	aspasasthe allēlous en philēmati agapēs. eirēnē umin pasi tois en christō iēsou amēn.
2pe|1|1|	sumeōn petros, doulos kai apostolos iēsou christou, tois isotimon ēmin lachousi pistin en dikaiosunē tou theou ēmōn kai sōtēros iēsou christou
2pe|1|2|	charis umin kai eirēnē plēthuntheiē en epignōsei tou theou kai iēsou tou kuriou ēmōn.
2pe|1|3|	ōs panta ēmin tēs theias dunameōs autou ta pros zōēn kai eusebeian dedōrēmenēs dia tēs epignōseōs tou kalesantos ēmas dia doxēs kai aretēs,
2pe|1|4|	di ōn ta timia ēmin kai megista epaggelmata dedōrētai, ina dia toutōn genēsthe theias koinōnoi phuseōs apophugontes tēs en kosmō en epithumia phthoras.
2pe|1|5|	kai auto touto de spoudēn pasan pareisenegkantes epichorēgēsate en tē pistei umōn tēn aretēn, en de tē aretē tēn gnōsin,
2pe|1|6|	en de tē gnōsei tēn egkrateian, en de tē egkrateia tēn upomonēn, en de tē upomonē tēn eusebeian,
2pe|1|7|	en de tē eusebeia tēn philadelphian, en de tē philadelphia tēn agapēn.
2pe|1|8|	tauta gar umin uparchonta kai pleonazonta ouk argous oude akarpous kathistēsin eis tēn tou kuriou ēmōn iēsou christou epignōsin
2pe|1|9|	ō gar mē paresti tauta, tuphlos esti, muōpazōn, lēthēn labōn tou katharismou tōn palai autou amartiōn.
2pe|1|10|	dio mallon, adelphoi, spoudasate bebaian umōn tēn klēsin kai eklogēn poieisthai tauta gar poiountes ou mē ptaisēte pote.
2pe|1|11|	outō gar plousiōs epichorēgēthēsetai umin ē eisodos eis tēn aiōnion basileian tou kuriou ēmōn kai sōtēros iēsou christou.
2pe|1|12|	dio ouk amelēsō aei umas upomimnēskein peri toutōn, kaiper eidotas kai estērigmenous en tē parousē alētheia.
2pe|1|13|	dikaion de ēgoumai, eph oson eimi en toutō tō skēnōmati, diegeirein umas en upomnēsei,
2pe|1|14|	eidōs oti tachinē estin ē apothesis tou skēnōmatos mou, kathōs kai o kurios ēmōn iēsous christos edēlōse moi.
2pe|1|15|	spoudasō de kai ekastote echein umas meta tēn emēn exodon tēn toutōn mnēmēn poieisthai.
2pe|1|16|	ou gar sesophismenois muthois exakolouthēsantes egnōrisamen umin tēn tou kuriou ēmōn iēsou christou dunamin kai parousian, all epoptai genēthentes tēs ekeinou megaleiotētos.
2pe|1|17|	labōn gar para theou patros timēn kai doxan phōnēs enechtheisēs autō toiasde upo tēs megaloprepous doxēs, outos estin o uios mou o agapētos, eis on egō eudokēsa
2pe|1|18|	kai tautēn tēn phōnēn ēmeis ēkousamen ex ouranou enechtheisan, sun autō ontes en tō orei tō agiō.
2pe|1|19|	kai echomen bebaioteron ton prophētikon logon, ō kalōs poieite prosechontes ōs luchnō phainonti en auchmērō topō, eōs ou ēmera diaugasē kai phōsphoros anateilē en tais kardiais umōn,
2pe|1|20|	touto prōton ginōskontes, oti pasa prophēteia graphēs idias epiluseōs ou ginetai.
2pe|1|21|	ou gar thelēmati anthrōpou ēnechthē pote prophēteia, all upo pneumatos agiou pheromenoi elalēsan agioi theou anthrōpoi.
2pe|2|1|	egenonto de kai pseudoprophētai en tō laō, ōs kai en umin esontai pseudodidaskaloi, oitines pareisaxousin aireseis apōleias, kai ton agorasanta autous despotēn arnoumenoi, epagontes eautois tachinēn apōleian
2pe|2|2|	kai polloi exakolouthēsousin autōn tais aselgeiais, di ous ē odos tēs alētheias blasphēmēthēsetai
2pe|2|3|	kai en pleonexia plastois logois umas emporeusontai, ois to krima ekpalai ouk argei, kai ē apōleia autōn ou nustaxei.
2pe|2|4|	ei gar o theos aggelōn amartēsantōn ouk epheisato, alla seirais zophou tartarōsas paredōken eis krisin tēroumenous,
2pe|2|5|	kai archaiou kosmou ouk epheisato, alla ogdoon nōe dikaiosunēs kēruka ephulaxe, kataklusmon kosmō asebōn epaxas,
2pe|2|6|	kai poleis sodomōn kai gomorras tephrōsas katastrophē katekrinen, upodeigma mellontōn asebein tetheikōs,
2pe|2|7|	kai dikaion lōt kataponoumenon upo tēs tōn athesmōn en aselgeia anastrophēs errusato
2pe|2|8|	blemmati gar kai akoē o dikaios, egkatoikōn en autois, ēmeran ex ēmeras psuchēn dikaian anomois ergois ebasanizen—
2pe|2|9|	oide kurios eusebeis ek peirasmou ruesthai, adikous de eis ēmeran kriseōs kolazomenous tērein,
2pe|2|10|	malista de tous opisō sarkos en epithumia miasmou poreuomenous kai kuriotētos kataphronountas. tolmētai, authadeis! doxas ou tremousi blasphēmountes,
2pe|2|11|	opou aggeloi, ischui kai dunamei meizones ontes, ou pherousi kat autōn para kuriō blasphēmon krisin.
2pe|2|12|	outoi de, ōs aloga zōa phusika gegennēmena eis alōsin kai phthoran, en ois agnoousi blasphēmountes, en tē phthora autōn kataphtharēsontai,
2pe|2|13|	komioumenoi misthon adikias, ēdonēn ēgoumenoi tēn en ēmera truphēn, spiloi kai mōmoi, entruphōntes en tais apatais autōn, suneuōchoumenoi umin,
2pe|2|14|	ophthalmous echontes mestous moichalidos kai akatapaustous amartias, deleazontes psuchas astēriktous, kardian gegumnasmenēn pleonexias echontes, kataras tekna!
2pe|2|15|	katalipontes eutheian odon eplanēthēsan, exakolouthēsantes tē odō tou balaam tou bosor, os misthon adikias ēgapēsen,
2pe|2|16|	elegxin de eschen idias paranomias upozugion aphōnon en anthrōpou phōnē phthegxamenon ekōluse tēn tou prophētou paraphronian.
2pe|2|17|	outoi eisi pēgai anudroi, nephelai upo lailapos elaunomenai, ois o zophos tou skotous eis aiōna tetērētai.
2pe|2|18|	uperogka gar mataiotētos phtheggomenoi deleazousin en epithumiais sarkos aselgeiais tous ontōs apophugontas tous en planē anastrephomenous,
2pe|2|19|	eleutherian autois epaggellomenoi, autoi douloi uparchontes tēs phthoras ō gar tis ēttētai, toutō kai dedoulōtai.
2pe|2|20|	ei gar apophugontes ta miasmata tou kosmou en epignōsei tou kuriou kai sōtēros iēsou christou, toutois de palin emplakentes ēttōntai, gegonen autois ta eschata cheirona tōn prōtōn.
2pe|2|21|	kreitton gar ēn autois mē epegnōkenai tēn odon tēs dikaiosunēs ē epignousin epistrepsai ek tēs paradotheisēs autois agias entolēs.
2pe|2|22|	sumbebēke de autois to tēs alēthous paroimias, kuōn epistrepsas epi to idion exerama, kai, us lousamenē eis kulisma borborou.
2pe|3|1|	tautēn ēdē, agapētoi, deuteran umin graphō epistolēn, en ais diegeirō umōn en upomnēsei tēn eilikrinē dianoian,
2pe|3|2|	mnēsthēnai tōn proeirēmenōn rēmatōn upo tōn agiōn prophētōn kai tēs tōn apostolōn umōn entolēs tou kuriou kai sōtēros,
2pe|3|3|	touto prōton ginōskontes, oti eleusontai ep eschatōn tōn ēmerōn empaiktai, kata tas idias epithumias autōn poreuomenoi
2pe|3|4|	kai legontes pou estin ē epaggelia tēs parousias autou? aph ēs gar oi pateres ekoimēthēsan, panta outō diamenei ap archēs ktiseōs.
2pe|3|5|	lanthanei gar autous touto thelontas oti ouranoi ēsan ekpalai kai gē ex udatos kai di udatos sunestōsa tō tou theou logō,
2pe|3|6|	di ōn o tote kosmos udati kataklustheis apōleto
2pe|3|7|	oi de nun ouranoi kai ē gē tō autou logō tethēsaurismenoi eisi puri tēroumenoi eis ēmeran kriseōs kai apōleias tōn asebōn anthrōpōn.
2pe|3|8|	en de touto mē lanthanetō umas, agapētoi, oti mia ēmera para kuriō ōs chilia etē, kai chilia etē ōs ēmera mia.
2pe|3|9|	ou bradunei o kurios tēs epaggelias, ōs tines bradutēta ēgountai, alla makrothumei eis ēmas, mē boulomenos tinas apolesthai, alla pantas eis metanoian chōrēsai.
2pe|3|10|	ēxei de ē ēmera kuriou ōs kleptēs en nukti, en ē ouranoi roizēdon pareleusontai, stoicheia de kausoumena luthēsontai, kai gē kai ta en autē erga katakaēsetai.
2pe|3|11|	toutōn oun pantōn luomenōn potapous dei uparchein umas en agiais anastrophais kai eusebeiais,
2pe|3|12|	prosdokōntas kai speudontas tēn parousian tēs tou theou ēmeras, di ēn ouranoi puroumenoi luthēsontai kai stoicheia kausoumena tēketai!
2pe|3|13|	kainous de ouranous kai gēn kainēn kata to epaggelma autou prosdokōmen, en ois dikaiosunē katoikei.
2pe|3|14|	dio, agapētoi, tauta prosdokōntes spoudasate aspiloi kai amōmētoi autō eurethēnai en eirēnē,
2pe|3|15|	kai tēn tou kuriou ēmōn makrothumian sōtērian ēgeisthe, kathōs kai o agapētos ēmōn adelphos paulos kata tēn autō dotheisan sophian egrapsen umin,
2pe|3|16|	ōs kai en pasais tais epistolais lalōn en autais peri toutōn, en ais esti dusnoēta tina, a oi amatheis kai astēriktoi streblousin ōs kai tas loipas graphas pros tēn idian autōn apōleian.
2pe|3|17|	umeis oun, agapētoi, proginōskontes phulassesthe, ina mē tē tōn athesmōn planē sunapachthentes ekpesēte tou idiou stērigmou,
2pe|3|18|	auxanete de en chariti kai gnōsei tou kuriou ēmōn kai sōtēros iēsou christou. autō ē doxa kai nun kai eis ēmeran aiōnos amēn.
1jo|1|1|	o ēn ap archēs, o akēkoamen, o eōrakamen tois ophthalmois ēmōn, o etheasametha kai ai cheires ēmōn epsēlaphēsan, peri tou logou tēs zōēs—
1jo|1|2|	kai ē zōē ephanerōthē, kai eōrakamen kai marturoumen kai apaggellomen umin tēn zōēn tēn aiōnion, ētis ēn pros ton patera kai ephanerōthē ēmin—
1jo|1|3|	o eōrakamen kai akēkoamen, apaggellomen umin, ina kai umeis koinōnian echēte meth ēmōn kai ē koinōnia de ē ēmetera meta tou patros kai meta tou uiou autou iēsou christou.
1jo|1|4|	kai tauta graphomen umin, ina ē chara ēmōn ē peplērōmenē.
1jo|1|5|	kai autē estin ē epaggelia ēn akēkoamen ap autou kai anaggellomen umin, oti o theos phōs esti kai skotia en autō ouk estin oudemia.
1jo|1|6|	ean eipōmen oti koinōnian echomen met autou kai en tō skotei peripatōmen, pseudometha kai ou poioumen tēn alētheian
1jo|1|7|	ean de en tō phōti peripatōmen, ōs autos estin en tō phōti, koinōnian echomen met allēlōn, kai to aima iēsou christou tou uiou autou katharizei ēmas apo pasēs amartias.
1jo|1|8|	ean eipōmen oti amartian ouk echomen, eautous planōmen kai ē alētheia ouk estin en ēmin.
1jo|1|9|	ean omologōmen tas amartias ēmōn, pistos esti kai dikaios, ina aphē ēmin tas amartias kai katharisē ēmas apo pasēs adikias.
1jo|1|10|	ean eipōmen oti ouch ēmartēkamen, pseustēn poioumen auton, kai o logos autou ouk estin en ēmin.
1jo|2|1|	teknia mou, tauta graphō umin ina mē amartēte kai ean tis amartē, paraklēton echomen pros ton patera, iēsoun christon dikaion
1jo|2|2|	kai autos ilasmos esti peri tōn amartiōn ēmōn, ou peri tōn ēmeterōn de monon, alla kai peri olou tou kosmou.
1jo|2|3|	kai en toutō ginōskomen oti egnōkamen auton, ean tas entolas autou tērōmen.
1jo|2|4|	legōn, egnōka auton, kai tas entolas autou mē tērōn, pseustēs esti, kai en toutō ē alētheia ouk estin
1jo|2|5|	os d an tērē autou ton logon, alēthōs en toutō ē agapē tou theou teteleiōtai. en toutō ginōskomen oti en autō esmen.
1jo|2|6|	o legōn en autō menein opheilei, kathōs ekeinos periepatēse, kai autos outō peripatein.
1jo|2|7|	adelphoi, ouk entolēn kainēn graphō umin, all entolēn palaian, ēn eichete ap archēs ē entolē ē palaia estin o logos on ēkousate ap archēs.
1jo|2|8|	palin entolēn kainēn graphō umin, o estin alēthes en autō kai en umin, oti ē skotia paragetai kai to phōs to alēthinon ēdē phainei.
1jo|2|9|	o legōn en tō phōti einai, kai ton adelphon autou misōn, en tē skotia estin eōs arti.
1jo|2|10|	o agapōn ton adelphon autou en tō phōti menei, kai skandalon en autō ouk estin
1jo|2|11|	o de misōn ton adelphon autou en tē skotia esti kai en tē skotia peripatei, kai ouk oide pou upagei, oti ē skotia etuphlōse tous ophthalmous autou.
1jo|2|12|	graphō umin, teknia, oti apheōntai umin ai amartiai dia to onoma autou.
1jo|2|13|	graphō umin, pateres, oti egnōkate ton ap archēs. graphō umin, neaniskoi, oti nenikēkate ton ponēron.
1jo|2|14|	egrapsa umin, paidia, oti egnōkate ton patera. egrapsa umin, pateres, oti egnōkate ton ap archēs. egrapsa umin, neaniskoi, oti ischuroi este kai o logos tou theou en umin menei kai nenikēkate ton ponēron.
1jo|2|15|	mē agapate ton kosmon mēde ta en tō kosmō. ean tis agapa ton kosmon, ouk estin ē agapē tou patros en autō
1jo|2|16|	oti pan to en tō kosmō, ē epithumia tēs sarkos kai ē epithumia tōn ophthalmōn kai ē alazoneia tou biou, ouk estin ek tou patros, all ek tou kosmou esti.
1jo|2|17|	kai o kosmos paragetai kai ē epithumia autou o de poiōn to thelēma tou theou menei eis ton aiōna.
1jo|2|18|	paidia, eschatē ōra esti, kai kathōs ēkousate oti o antichristos erchetai, kai nun antichristoi polloi gegonasin othen ginōskomen oti eschatē ōra estin.
1jo|2|19|	ex ēmōn exēlthon, all ouk ēsan ex ēmōn ei gar ēsan ex ēmōn, memenēkeisan an meth ēmōn all ina phanerōthōsin oti ouk eisi pantes ex ēmōn.
1jo|2|20|	kai umeis chrisma echete apo tou agiou, kai oidate panta.
1jo|2|21|	ouk egrapsa umin oti ouk oidate tēn alētheian, all oti oidate autēn, kai oti pan pseudos ek tēs alētheias ouk esti.
1jo|2|22|	tis estin o pseustēs ei mē o arnoumenos oti iēsous ouk estin o christos? outos estin o antichristos, o arnoumenos ton patera kai ton uion.
1jo|2|23|	pas o arnoumenos ton uion oude ton patera echei.
1jo|2|24|	umeis oun o ēkousate ap archēs, en umin menetō. ean en umin meinē o ap archēs ēkousate, kai umeis en tō uiō kai en tō patri meneite.
1jo|2|25|	kai autē estin ē epaggelia ēn autos epēggeilato ēmin, tēn zōēn tēn aiōnion.
1jo|2|26|	tauta egrapsa umin peri tōn planōntōn umas.
1jo|2|27|	kai umeis, to chrisma o elabete ap autou, en umin menei, kai ou chreian echete ina tis didaskē umas, all ōs to auto chrisma didaskei umas peri pantōn, kai alēthes esti kai ouk esti pseudos, kai kathōs edidaxen umas meneite en autō.
1jo|2|28|	kai nun, teknia, menete en autō, ina otan phanerōthē echōmen parrēsian kai mē aischunthōmen ap autou en tē parousia autou.
1jo|2|29|	ean eidēte oti dikaios esti, ginōskete oti pas o poiōn tēn dikaiosunēn ex autou gegennētai.
1jo|3|1|	idete potapēn agapēn dedōken ēmin o patēr ina tekna theou klēthōmen. dia touto o kosmos ou ginōskei ēmas, oti ouk egnō auton.
1jo|3|2|	agapētoi, nun tekna theou esmen, kai oupō ephanerōthē ti esometha oidamen de oti ean phanerōthē, omoioi autō esometha, oti opsometha auton kathōs esti.
1jo|3|3|	kai pas o echōn tēn elpida tautēn ep autō agnizei eauton, kathōs ekeinos agnos esti.
1jo|3|4|	pas o poiōn tēn amartian kai tēn anomian poiei, kai ē amartia estin ē anomia.
1jo|3|5|	kai oidate oti ekeinos ephanerōthē ina tas amartias ēmōn arē, kai amartia en autō ouk esti.
1jo|3|6|	pas o en autō menōn ouch amartanei pas o amartanōn ouch eōraken auton oude egnōken auton.
1jo|3|7|	teknia, mēdeis planatō umas o poiōn tēn dikaiosunēn dikaios esti, kathōs ekeinos dikaios estin
1jo|3|8|	o poiōn tēn amartian ek tou diabolou estin, oti ap archēs o diabolos amartanei. eis touto ephanerōthē o uios tou theou, ina lusē ta erga tou diabolou.
1jo|3|9|	pas o gegennēmenos ek tou theou amartian ou poiei, oti sperma autou en autō menei kai ou dunatai amartanein, oti ek tou theou gegennētai.
1jo|3|10|	en toutō phanera esti ta tekna tou theou kai ta tekna tou diabolou. pas o mē poiōn dikaiosunēn ouk estin ek tou theou, kai o mē agapōn ton adelphon autou.
1jo|3|11|	oti autē estin ē aggelia ēn ēkousate ap archēs, ina agapōmen allēlous,
1jo|3|12|	ou kathōs kain ek tou ponērou ēn kai esphaxe ton adelphon autou kai charin tinos esphaxen auton? oti ta erga autou ponēra ēn, ta de tou adelphou autou dikaia.
1jo|3|13|	mē thaumazete, adelphoi mou, ei misei umas o kosmos.
1jo|3|14|	ēmeis oidamen oti metabebēkamen ek tou thanatou eis tēn zōēn, oti agapōmen tous adelphous o mē agapōn ton adelphon menei en tō thanatō.
1jo|3|15|	pas o misōn ton adelphon autou anthrōpoktonos esti, kai oidate oti pas anthrōpoktonos ouk echei zōēn aiōnion en eautō menousan.
1jo|3|16|	en toutō egnōkamen tēn agapēn, oti ekeinos uper ēmōn tēn psuchēn autou ethēke kai ēmeis opheilomen uper tōn adelphōn tas psuchas tithenai.
1jo|3|17|	os d an echē ton bion tou kosmou kai theōrē ton adelphon autou chreian echonta kai kleisē ta splagchna autou ap autou, pōs ē agapē tou theou menei en autō?
1jo|3|18|	teknia mou, mē agapōmen logō mēde tē glōssē, all en ergō kai alētheia.
1jo|3|19|	kai en toutō ginōskomen oti ek tēs alētheias esmen, kai emprosthen autou peisomen tas kardias ēmōn,
1jo|3|20|	oti ean kataginōskē ēmōn ē kardia, oti meizōn estin o theos tēs kardias ēmōn kai ginōskei panta.
1jo|3|21|	agapētoi, ean ē kardia ēmōn mē kataginōskē ēmōn, parrēsian echomen pros ton theon,
1jo|3|22|	kai o ean aitōmen lambanomen par autou, oti tas entolas autou tēroumen kai ta aresta enōpion autou poioumen.
1jo|3|23|	kai autē estin ē entolē autou, ina pisteusōmen tō onomati tou uiou autou iēsou christou kai agapōmen allēlous kathōs edōken entolēn.
1jo|3|24|	kai o tērōn tas entolas autou en autō menei kai autos en autō. kai en toutō ginōskomen oti menei en ēmin, ek tou pneumatos ou ēmin edōken.
1jo|4|1|	agapētoi, mē panti pneumati pisteuete, alla dokimazete ta pneumata ei ek tou theou estin, oti polloi pseudoprophētai exelēluthasin eis ton kosmon.
1jo|4|2|	en toutō ginōskete to pneuma tou theou pan pneuma o omologei iēsoun christon en sarki elēluthota, ek tou theou esti
1jo|4|3|	kai pan pneuma o mē omologei ton iēsoun christon en sarki elēluthota, ek tou theou ouk esti kai touto esti to tou antichristou o akēkoate oti erchetai, kai nun en tō kosmō estin ēdē.
1jo|4|4|	umeis ek tou theou este, teknia, kai nenikēkate autous, oti meizōn estin o en umin ē o en tō kosmō.
1jo|4|5|	autoi ek tou kosmou eisi dia touto ek tou kosmou lalousi kai o kosmos autōn akouei.
1jo|4|6|	ēmeis ek tou theou esmen o ginōskōn ton theon akouei ēmōn. os ouk estin ek tou theou ouk akouei ēmōn. ek toutou ginōskomen to pneuma tēs alētheias kai to pneuma tēs planēs.
1jo|4|7|	agapētoi, agapōmen allēlous, oti ē agapē ek tou theou esti, kai pas o agapōn ek tou theou gegennētai kai ginōskei ton theon.
1jo|4|8|	o mē agapōn ouk egnō ton theon, oti o theos agapē estin.
1jo|4|9|	en toutō ephanerōthē ē agapē tou theou en ēmin, oti ton uion autou ton monogenē apestalken o theos eis ton kosmon ina zēsōmen di autou.
1jo|4|10|	en toutō estin ē agapē, ouch oti ēmeis ēgapēsamen ton theon, all oti autos ēgapēsen ēmas kai apesteile ton uion autou ilasmon peri tōn amartiōn ēmōn.
1jo|4|11|	agapētoi, ei outōs o theos ēgapēsen ēmas, kai ēmeis opheilomen allēlous agapan.
1jo|4|12|	theon oudeis pōpote tetheatai ean agapōmen allēlous, o theos en ēmin menei kai ē agapē autou teteleiōmenē estin en ēmin.
1jo|4|13|	en toutō ginōskomen oti en autō menomen kai autos en ēmin, oti ek tou pneumatos autou dedōken ēmin.
1jo|4|14|	kai ēmeis tetheametha kai marturoumen oti o patēr apestalke ton uion sōtēra tou kosmou.
1jo|4|15|	os an omologēsē oti iēsous estin o uios tou theou, o theos en autō menei kai autos en tō theō.
1jo|4|16|	kai ēmeis egnōkamen kai pepisteukamen tēn agapēn ēn echei o theos en ēmin. o theos agapē esti, kai o menōn en tē agapē en tō theō menei kai o theos en autō.
1jo|4|17|	en toutō teteleiōtai ē agapē meth ēmōn, ina parrēsian echōmen en tē ēmera tēs kriseōs, oti kathōs ekeinos esti, kai ēmeis esmen en tō kosmō toutō.
1jo|4|18|	phobos ouk estin en tē agapē, all ē teleia agapē exō ballei ton phobon, oti o phobos kolasin echei, o de phoboumenos ou teteleiōtai en tē agapē.
1jo|4|19|	ēmeis agapōmen auton, oti autos prōtos ēgapēsen ēmas.
1jo|4|20|	ean tis eipē oti agapō ton theon, kai ton adelphon autou misē, pseustēs estin o gar mē agapōn ton adelphon on eōrake, ton theon on ouch eōrake pōs dunatai agapan?
1jo|4|21|	kai tautēn tēn entolēn echomen ap autou, ina o agapōn ton theon agapa kai ton adelphon autou.
1jo|5|1|	pas o pisteuōn oti iēsous estin o christos, ek tou theou gegennētai, kai pas o agapōn ton gennēsanta agapa kai ton gegennēmenon ex autou.
1jo|5|2|	en toutō ginōskomen oti agapōmen ta tekna tou theou, otan ton theon agapōmen kai tas entolas autou tērōmen.
1jo|5|3|	autē gar estin ē agapē tou theou, ina tas entolas autou tērōmen kai ai entolai autou bareiai ouk eisin,
1jo|5|4|	oti pan to gegennēmenon ek tou theou nika ton kosmon kai autē estin ē nikē ē nikēsasa ton kosmon, ē pistis ēmōn.
1jo|5|5|	tis estin o nikōn ton kosmon ei mē o pisteuōn oti iēsous estin o uios tou theou?
1jo|5|6|	outos estin o elthōn di udatos kai aimatos, iēsous christos ouk en tō udati monon, all en tō udati kai tō aimati kai to pneuma esti to marturoun, oti to pneuma estin ē alētheia.
1jo|5|7|	oti treis eisin oi marturountes en tō ouranō, o patēr, o logos kai to agion pneuma, kai outoi oi treis en eisi kai treis eisin oi marturountes en tē gē,
1jo|5|8|	to pneuma kai to udōr kai to aima, kai oi treis eis to en eisin.
1jo|5|9|	ei tēn marturian tōn anthrōpōn lambanomen, ē marturia tou theou meizōn estin oti autē estin ē marturia tou theou ēn memarturēke peri tou uiou autou.
1jo|5|10|	o pisteuōn eis ton uion tou theou echei tēn marturian en autō o mē pisteuōn tō theō pseustēn pepoiēken auton, oti ou pepisteuken eis tēn marturian ēn memarturēken o theos peri tou uiou autou.
1jo|5|11|	kai autē estin ē marturia, oti zōēn aiōnion edōken ēmin o theos, kai autē ē zōē en tō uiō autou estin.
1jo|5|12|	o echōn ton uion echei tēn zōēn o mē echōn ton uion tou theou tēn zōēn ouk echei.
1jo|5|13|	tauta egrapsa umin tois pisteuousin eis to onoma tou uiou tou theou, ina eidēte oti zōēn aiōnion echete, kai ina pisteuēte eis to onoma tou uiou tou theou.
1jo|5|14|	kai autē estin ē parrēsia ēn echomen pros auton, oti ean ti aitōmetha kata to thelēma autou, akouei ēmōn.
1jo|5|15|	kai ean oidamen oti akouei ēmōn o an aitōmetha, oidamen oti echomen ta aitēmata a ētēkamen par autou.
1jo|5|16|	ean tis idē ton adelphon autou amartanonta amartian mē pros thanaton, aitēsei, kai dōsei autō zōēn, tois amartanousi mē pros thanaton. estin amartia pros thanaton ou peri ekeinēs legō ina erōtēsē.
1jo|5|17|	pasa adikia amartia estin kai estin amartia ou pros thanaton.
1jo|5|18|	oidamen oti pas o gegennēmenos ek tou theou ouch amartanei, all o gennētheis ek tou theou tērei eauton, kai o ponēros ouch aptetai autou.
1jo|5|19|	oidamen oti ek tou theou esmen, kai o kosmos olos en tō ponērō keitai.
1jo|5|20|	oidamen de oti o uios tou theou ēkei kai dedōken ēmin dianoian ina ginōskōmen ton alēthinon kai esmen en tō alēthinō, en tō uiō autou iēsou christō. outos estin o alēthinos theos kai zōē aiōnios.
1jo|5|21|	teknia, phulaxate eautous apo tōn eidōlōn amēn.
2jo|1|1|	o presbuteros, eklektē kuria kai tois teknois autēs, ous egō agapō en alētheia, kai ouk egō monos, alla kai pantes oi egnōkotes tēn alētheian,
2jo|1|2|	dia tēn alētheian tēn menousan en ēmin, kai meth ēmōn estai eis ton aiōna
2jo|1|3|	estai meth umōn charis, eleos, eirēnē para theou patros kai para kuriou iēsou christou tou uiou tou patros, en alētheia kai agapē.
2jo|1|4|	echarēn lian oti eurēka ek tōn teknōn sou peripatountas en alētheia, kathōs entolēn elabomen para tou patros.
2jo|1|5|	kai nun erōtō se, kuria, ouch ōs entolēn graphōn soi kainēn, alla ēn eichomen ap archēs, ina agapōmen allēlous.
2jo|1|6|	kai autē estin ē agapē, ina peripatōmen kata tas entolas autou. autē estin ē entolē, kathōs ēkousate ap archēs, ina en autē peripatēte.
2jo|1|7|	oti polloi planoi eisēlthon eis ton kosmon, oi mē omologountes iēsoun christon erchomenon en sarki outos estin o planos kai o antichristos.
2jo|1|8|	blepete eautous, ina mē apolesōmen a eirgasametha, alla misthon plērē apolabōmen.
2jo|1|9|	pas o parabainōn kai mē menōn en tē didachē tou christou theon ouk echei o menōn en tē didachē tou christou, outos kai ton patera kai ton uion echei.
2jo|1|10|	ei tis erchetai pros umas kai tautēn tēn didachēn ou pherei, mē lambanete auton eis oikian, kai chairein autō mē legete
2jo|1|11|	o gar legōn autō chairein koinōnei tois ergois autou tois ponērois.
2jo|1|12|	polla echōn umin graphein, ouk ēboulēthēn dia chartou kai melanos, alla elpizō elthein pros umas kai stoma pros stoma lalēsai, ina ē chara ēmōn ē peplērōmenē.
2jo|1|13|	aspazetai se ta tekna tēs adelphēs sou tēs eklektēs amēn.
3jo|1|1|	o presbuteros gaiō tō agapētō, on egō agapō en alētheia.
3jo|1|2|	agapēte, peri pantōn euchomai se euodousthai kai ugiainein, kathōs euodoutai sou ē psuchē.
3jo|1|3|	echarēn gar lian erchomenōn adelphōn kai marturountōn sou tē alētheia, kathōs su en alētheia peripateis.
3jo|1|4|	meizoteran toutōn ouk echō charan, ina akouō ta ema tekna en alētheia peripatounta.
3jo|1|5|	agapēte, piston poieis o ean ergasē eis tous adelphous kai eis tous xenous,
3jo|1|6|	oi emarturēsan sou tē agapē enōpion ekklēsias, ous kalōs poiēseis propempsas axiōs tou theou.
3jo|1|7|	uper gar tou onomatos exēlthon, mēden lambanontes apo tōn ethnikōn.
